Claim_ID,Age_Group,Income_Bracket,Settlement_Team,Policy_Type,Claim_Amount,Claim_Duration_Days,Premium_Amount,Num_Prior_Claims,Policy_Tenure_Years,Gender,Region,Settlement_Status
CLM01327,18-30,High (70K-150K),Team A,Health,318193.29,106,1077.76,0,21,Male,West,Rejected
CLM01328,46-60,Low (<30K),Team D,Term Life,27384.13,22,882.01,1,15,Male,South,Rejected
CLM01329,46-60,Middle (30K-70K),Team A,Whole Life,14174.41,93,1570.38,5,11,Female,East,Settled
CLM01330,31-45,Low (<30K),Team D,Whole Life,31790.93,33,6375.22,1,14,Male,North,Rejected
CLM01331,46-60,Middle (30K-70K),Team B,Auto,8618.47,38,4056.64,0,11,Male,North,Rejected
CLM01332,46-60,High (70K-150K),Team A,Whole Life,234582.18,109,542.59,1,2,Male,East,Rejected
CLM01333,31-45,Low (<30K),Team B,Health,16582.2,110,4737.65,1,2,Female,West,Rejected
CLM01334,60+,Middle (30K-70K),Team C,Whole Life,9628.47,35,3122.01,2,12,Female,North,Rejected
CLM01335,60+,Middle (30K-70K),Team B,Health,4900.9,107,2657.42,1,15,Female,South,Rejected
CLM01336,46-60,Premium (150K+),Team A,Health,49844.54,67,1045.87,2,17,Female,West,Rejected
CLM01337,18-30,Premium (150K+),Team C,Auto,37821.19,83,1109.95,1,14,Female,Central,Settled
CLM01338,46-60,Low (<30K),Team D,Whole Life,7355.29,10,2017.58,3,16,Female,East,Settled
CLM01339,18-30,High (70K-150K),Team B,Health,26681.92,91,1161.5,0,8,Female,West,Rejected
CLM01340,18-30,Middle (30K-70K),Team A,Health,2185.79,15,5167.3,1,24,Female,Central,Settled
CLM01341,31-45,Middle (30K-70K),Team B,Whole Life,16679.98,11,1122.41,0,17,Male,South,Rejected
CLM01342,31-45,High (70K-150K),Team A,Term Life,23001.34,111,380.92,1,5,Female,East,Rejected
CLM01343,60+,Premium (150K+),Team D,Term Life,103652.14,90,638.32,4,12,Female,North,Rejected
CLM01344,46-60,Premium (150K+),Team D,Term Life,5297.64,24,671.58,1,6,Male,North,Rejected
CLM01345,46-60,Middle (30K-70K),Team C,Auto,2881.24,77,1464.58,1,18,Male,Central,Settled
CLM01346,31-45,Middle (30K-70K),Team B,Term Life,4561.86,96,2149.2,0,5,Male,West,Rejected
CLM01347,31-45,High (70K-150K),Team C,Term Life,2686.83,101,1887.56,3,6,Male,South,Settled
CLM01348,31-45,Middle (30K-70K),Team C,Health,66435.63,4,2614.24,2,9,Male,Central,Settled
CLM01349,60+,Middle (30K-70K),Team D,Whole Life,85679.35,13,1477.6,0,15,Male,South,Settled
CLM01350,18-30,Middle (30K-70K),Team C,Whole Life,19619.12,73,1520.01,2,10,Male,South,Rejected
CLM01351,60+,High (70K-150K),Team C,Term Life,57846.83,57,7342.89,0,17,Female,South,Rejected
CLM01352,46-60,Low (<30K),Team C,Auto,15689.55,113,4742.34,0,19,Male,East,Rejected
CLM01353,31-45,Low (<30K),Team B,Auto,11918.73,98,2506.49,2,12,Male,Central,Rejected
CLM01354,46-60,Premium (150K+),Team D,Auto,8958.47,37,3764.37,2,9,Male,East,Settled
CLM01355,31-45,Low (<30K),Team B,Whole Life,9205.26,48,387.23,0,15,Female,West,Rejected
CLM01356,60+,Middle (30K-70K),Team C,Health,2085.24,71,936.33,2,14,Male,West,Settled
CLM01357,60+,Low (<30K),Team A,Term Life,18344.88,1,1279.52,3,1,Male,North,Rejected
CLM01358,31-45,Low (<30K),Team C,Term Life,12728.51,60,945.19,1,17,Female,North,Settled
CLM01359,31-45,Low (<30K),Team C,Term Life,32677.2,12,525.01,1,1,Male,North,Rejected
CLM01360,46-60,Low (<30K),Team A,Health,14946.44,21,2531.17,1,23,Male,West,Rejected
CLM01361,60+,Premium (150K+),Team A,Whole Life,10990.16,11,5478.56,2,21,Male,South,Rejected
CLM01362,31-45,Middle (30K-70K),Team C,Whole Life,4696.48,44,1789.61,2,22,Female,South,Settled
CLM01363,46-60,Premium (150K+),Team C,Term Life,14568.02,115,3036.76,2,13,Female,Central,Rejected
CLM01364,46-60,Middle (30K-70K),Team B,Whole Life,32399.06,58,1747.55,2,8,Female,West,Rejected
CLM01365,46-60,Middle (30K-70K),Team A,Health,3387.99,108,1269.89,2,13,Male,North,Settled
CLM01366,18-30,Middle (30K-70K),Team C,Whole Life,14838.32,44,3771.99,2,16,Female,West,Settled
CLM01367,46-60,Middle (30K-70K),Team A,Health,17670.49,78,576.77,0,2,Male,South,Rejected
CLM01368,60+,High (70K-150K),Team B,Term Life,5643.85,98,407.19,1,13,Male,South,Settled
CLM01369,18-30,Middle (30K-70K),Team A,Health,6598.33,34,570.3,3,18,Male,East,Settled
CLM01370,31-45,Middle (30K-70K),Team A,Health,17619.0,25,3579.11,1,3,Female,East,Settled
CLM01371,60+,Premium (150K+),Team A,Term Life,3428.56,4,1938.69,3,13,Male,Central,Settled
CLM01372,18-30,Premium (150K+),Team B,Term Life,20331.13,64,2443.61,0,19,Female,West,Settled
CLM01373,60+,Premium (150K+),Team A,Health,4562.27,116,6915.62,3,13,Female,East,Rejected
CLM01374,31-45,Middle (30K-70K),Team B,Health,47830.77,119,712.89,3,19,Male,East,Rejected
CLM01375,31-45,High (70K-150K),Team B,Whole Life,220884.07,90,4737.84,2,4,Male,West,Rejected
CLM01376,60+,Middle (30K-70K),Team B,Term Life,4755.67,16,1316.77,0,19,Male,South,Rejected
CLM01377,31-45,Middle (30K-70K),Team B,Auto,25363.07,10,1165.97,1,18,Male,Central,Rejected
CLM01378,31-45,Low (<30K),Team D,Health,5585.39,109,1929.42,1,6,Male,Central,Settled
CLM01379,31-45,Middle (30K-70K),Team A,Whole Life,46590.18,66,2186.79,3,19,Female,Central,Rejected
CLM01380,46-60,Low (<30K),Team B,Whole Life,2926.87,35,1527.77,1,4,Male,East,Rejected
CLM01381,18-30,Middle (30K-70K),Team A,Term Life,23782.47,83,2946.14,2,4,Female,South,Settled
CLM01382,31-45,Premium (150K+),Team A,Health,4686.37,6,1935.64,0,24,Male,Central,Rejected
CLM01383,60+,Low (<30K),Team C,Whole Life,10421.42,19,1541.54,1,7,Female,West,Rejected
CLM01384,31-45,Low (<30K),Team C,Auto,3876.82,59,1295.92,1,7,Female,Central,Rejected
CLM01385,46-60,Low (<30K),Team D,Whole Life,35840.03,53,2187.86,1,23,Female,North,Rejected
CLM01386,31-45,Premium (150K+),Team C,Whole Life,4893.31,116,610.74,2,16,Female,South,Settled
CLM01387,46-60,Middle (30K-70K),Team D,Health,25909.3,115,765.42,1,16,Male,North,Settled
CLM01388,18-30,Middle (30K-70K),Team A,Auto,8840.36,8,1347.55,0,5,Male,South,Settled
CLM01389,60+,High (70K-150K),Team A,Health,11645.01,78,2795.87,0,15,Female,West,Rejected
CLM01390,31-45,High (70K-150K),Team A,Whole Life,15951.48,10,10039.47,0,23,Female,East,Rejected
CLM01391,31-45,Middle (30K-70K),Team A,Health,5355.13,67,1591.67,7,4,Female,East,Rejected
CLM01392,18-30,High (70K-150K),Team B,Health,17196.15,38,437.3,0,24,Male,South,Settled
CLM01393,18-30,High (70K-150K),Team C,Whole Life,83817.87,29,960.83,3,13,Male,Central,Settled
CLM01394,31-45,High (70K-150K),Team A,Term Life,5251.59,15,3062.89,2,19,Male,North,Settled
CLM01395,31-45,Low (<30K),Team D,Whole Life,54511.78,87,831.95,2,7,Female,West,Settled
CLM01396,46-60,Premium (150K+),Team D,Term Life,80637.35,23,636.13,1,12,Female,Central,Rejected
CLM01397,31-45,Middle (30K-70K),Team B,Auto,5017.13,82,3050.12,2,9,Female,East,Rejected
CLM01398,31-45,Middle (30K-70K),Team A,Whole Life,2330.72,46,2622.55,1,17,Male,Central,Rejected
CLM01399,46-60,Middle (30K-70K),Team A,Auto,19194.0,83,556.67,0,2,Female,North,Rejected
CLM01400,46-60,Low (<30K),Team A,Whole Life,6926.51,28,883.6,1,16,Female,East,Settled
CLM01401,18-30,Low (<30K),Team A,Health,125784.31,26,4893.86,2,7,Male,South,Settled
CLM01402,18-30,High (70K-150K),Team B,Whole Life,13929.57,10,3576.98,0,18,Female,West,Settled
CLM01403,18-30,Low (<30K),Team A,Term Life,5101.86,47,693.74,1,7,Male,West,Rejected
CLM01404,46-60,Middle (30K-70K),Team B,Whole Life,3372.5,4,368.3,3,1,Male,East,Rejected
CLM01405,46-60,Middle (30K-70K),Team D,Term Life,49408.91,55,2241.31,1,3,Male,South,Rejected
CLM01406,31-45,Low (<30K),Team C,Health,6731.67,66,1426.74,3,21,Female,North,Settled
CLM01407,46-60,Premium (150K+),Team D,Whole Life,14081.18,67,2090.99,1,11,Female,West,Settled
CLM01408,46-60,Low (<30K),Team A,Health,42064.66,7,3004.09,0,22,Female,East,Rejected
CLM01409,46-60,Middle (30K-70K),Team B,Term Life,7471.79,55,841.33,0,15,Female,West,Settled
CLM01410,60+,Middle (30K-70K),Team C,Term Life,12643.33,80,1279.58,2,3,Female,South,Rejected
CLM01411,31-45,Low (<30K),Team A,Whole Life,13096.73,31,880.73,0,24,Female,North,Settled
CLM01412,18-30,Low (<30K),Team A,Auto,30332.94,74,906.34,1,13,Male,South,Settled
CLM01413,31-45,High (70K-150K),Team C,Health,27143.51,19,2840.7,2,4,Female,Central,Rejected
CLM01414,18-30,Premium (150K+),Team C,Whole Life,10258.52,28,2028.91,2,23,Male,South,Settled
CLM01415,31-45,Low (<30K),Team B,Whole Life,14420.11,81,517.83,1,22,Female,South,Rejected
CLM01416,60+,High (70K-150K),Team B,Term Life,8551.53,28,3229.5,1,8,Female,West,Rejected
CLM01417,18-30,High (70K-150K),Team B,Auto,2268.48,19,1366.41,2,22,Female,South,Rejected
CLM01418,18-30,High (70K-150K),Team A,Health,18198.98,101,3350.73,2,4,Female,East,Rejected
CLM01419,31-45,Middle (30K-70K),Team B,Term Life,129395.66,87,802.88,2,18,Male,West,Rejected
CLM01420,60+,Middle (30K-70K),Team A,Health,4626.41,20,862.17,1,7,Female,West,Settled
CLM01421,31-45,Middle (30K-70K),Team A,Term Life,5283.61,13,2211.38,2,11,Male,Central,Rejected
CLM01422,31-45,High (70K-150K),Team D,Auto,4699.1,77,752.07,2,4,Female,East,Settled
CLM01423,18-30,High (70K-150K),Team C,Term Life,31872.86,43,1451.13,0,13,Female,South,Settled
CLM01424,18-30,Low (<30K),Team C,Health,22883.75,11,686.73,0,9,Male,Central,Rejected
CLM01425,60+,Middle (30K-70K),Team B,Term Life,11045.24,48,1322.0,2,9,Female,East,Rejected
CLM01426,60+,Premium (150K+),Team B,Health,4439.86,15,1762.55,0,23,Female,Central,Rejected
CLM01427,18-30,High (70K-150K),Team A,Health,14925.88,17,1830.25,2,21,Female,North,Rejected
CLM01428,60+,Premium (150K+),Team A,Health,2043.57,54,1350.46,2,19,Female,South,Settled
CLM01429,46-60,High (70K-150K),Team A,Health,15868.83,50,2360.62,2,3,Male,Central,Settled
CLM01430,60+,Middle (30K-70K),Team C,Auto,38018.54,28,2034.98,2,12,Male,North,Rejected
CLM01431,31-45,Middle (30K-70K),Team C,Term Life,2976.67,83,1683.29,1,11,Male,South,Settled
CLM01432,31-45,High (70K-150K),Team B,Whole Life,2123.83,4,1095.89,0,20,Female,Central,Rejected
CLM01433,31-45,Low (<30K),Team B,Term Life,88905.16,22,4249.66,1,11,Female,Central,Rejected
CLM01434,46-60,Middle (30K-70K),Team D,Auto,6411.76,86,2462.74,1,17,Male,Central,Settled
CLM01435,18-30,High (70K-150K),Team A,Whole Life,52215.64,119,789.27,1,21,Female,Central,Rejected
CLM01436,18-30,Low (<30K),Team B,Health,11105.58,101,3038.46,1,14,Female,West,Rejected
CLM01437,31-45,High (70K-150K),Team B,Health,11000.04,39,3642.39,1,16,Male,Central,Rejected
CLM01438,46-60,Middle (30K-70K),Team C,Term Life,22608.82,34,1693.83,0,24,Male,West,Rejected
CLM01439,31-45,Premium (150K+),Team D,Term Life,4624.86,97,1786.35,0,10,Male,West,Settled
CLM01440,46-60,Low (<30K),Team A,Term Life,15662.06,44,348.24,2,4,Male,North,Settled
CLM01441,60+,Middle (30K-70K),Team D,Whole Life,8452.46,42,920.8,2,10,Male,South,Settled
CLM01442,18-30,High (70K-150K),Team D,Term Life,2739.16,40,3550.9,0,20,Male,West,Rejected
CLM01443,46-60,Middle (30K-70K),Team A,Term Life,20029.84,97,966.71,2,12,Female,East,Settled
CLM01444,31-45,High (70K-150K),Team B,Auto,9740.33,12,1591.01,1,9,Male,West,Rejected
CLM01445,60+,High (70K-150K),Team B,Auto,11065.31,2,909.69,1,15,Male,East,Rejected
CLM01446,18-30,Low (<30K),Team D,Whole Life,3126.93,28,2174.71,1,9,Male,North,Rejected
CLM01447,46-60,Middle (30K-70K),Team A,Whole Life,90190.6,74,2477.47,1,7,Male,East,Settled
CLM01448,46-60,Middle (30K-70K),Team C,Term Life,38256.05,86,2531.03,3,24,Male,North,Settled
CLM01449,60+,Middle (30K-70K),Team B,Health,42488.43,81,726.7,2,12,Male,North,Rejected
CLM01450,46-60,Premium (150K+),Team C,Health,9260.07,90,1969.16,0,20,Female,North,Settled
CLM01451,31-45,High (70K-150K),Team B,Term Life,1677.37,67,6382.12,3,24,Female,East,Settled
CLM01452,46-60,High (70K-150K),Team C,Term Life,139176.87,71,3290.49,1,14,Male,East,Rejected
CLM01453,60+,High (70K-150K),Team D,Health,12415.28,108,1948.21,2,22,Female,North,Settled
CLM01454,46-60,Middle (30K-70K),Team D,Health,5439.49,72,385.76,4,16,Male,North,Settled
CLM01455,18-30,Premium (150K+),Team D,Term Life,22030.03,84,1481.06,3,19,Male,South,Settled
CLM01456,60+,High (70K-150K),Team A,Health,54205.9,76,6748.61,1,23,Female,North,Rejected
CLM01457,46-60,High (70K-150K),Team C,Whole Life,12995.25,99,5192.06,1,3,Female,Central,Settled
CLM01458,46-60,Premium (150K+),Team A,Whole Life,61962.84,81,2615.3,0,11,Female,South,Settled
CLM01459,31-45,Middle (30K-70K),Team B,Health,49001.19,92,1016.92,4,23,Male,South,Rejected
CLM01460,46-60,High (70K-150K),Team B,Health,3671.45,105,1885.26,0,21,Female,South,Settled
CLM01461,31-45,Low (<30K),Team B,Whole Life,5951.82,10,3356.94,2,20,Male,Central,Rejected
CLM01462,46-60,Middle (30K-70K),Team B,Auto,42152.3,86,3836.94,3,19,Male,South,Rejected
CLM01463,18-30,Middle (30K-70K),Team D,Whole Life,515.36,102,2321.8,3,8,Male,South,Settled
CLM01464,46-60,Premium (150K+),Team A,Health,11166.27,57,3583.27,2,20,Female,East,Rejected
CLM01465,60+,Premium (150K+),Team C,Whole Life,2399.47,97,1725.11,0,8,Female,East,Settled
CLM01466,18-30,High (70K-150K),Team B,Auto,7541.19,86,1665.16,2,3,Male,North,Rejected
CLM01467,60+,High (70K-150K),Team A,Auto,9333.97,108,1252.46,0,10,Male,North,Settled
CLM01468,31-45,Middle (30K-70K),Team A,Term Life,8691.55,37,2539.26,2,13,Female,West,Settled
CLM01469,60+,Premium (150K+),Team D,Auto,6886.28,77,4024.97,1,9,Female,Central,Settled
CLM01470,46-60,Middle (30K-70K),Team D,Health,3581.11,91,3186.74,0,6,Male,East,Settled
CLM01471,46-60,Middle (30K-70K),Team D,Health,209042.64,64,682.37,2,15,Female,North,Rejected
CLM01472,46-60,Low (<30K),Team D,Term Life,125612.17,79,712.24,1,16,Male,Central,Rejected
CLM01473,60+,High (70K-150K),Team A,Health,3312.71,86,4371.72,1,5,Female,South,Settled
CLM01474,31-45,High (70K-150K),Team B,Auto,89191.42,94,2082.36,1,21,Male,Central,Settled
CLM01475,31-45,Middle (30K-70K),Team C,Term Life,8272.08,107,2148.49,1,13,Male,East,Settled
CLM01476,46-60,Low (<30K),Team B,Auto,15599.98,40,2110.1,3,19,Female,West,Rejected
CLM01477,46-60,High (70K-150K),Team B,Term Life,12382.89,101,7341.6,3,2,Female,East,Rejected
CLM01478,46-60,Low (<30K),Team B,Term Life,6052.95,98,1265.18,3,6,Male,North,Rejected
CLM01479,46-60,High (70K-150K),Team C,Whole Life,43504.64,108,4417.4,4,1,Male,North,Settled
CLM01480,31-45,Premium (150K+),Team C,Health,15538.31,60,2179.58,1,15,Male,Central,Settled
CLM01481,46-60,Middle (30K-70K),Team A,Health,7541.21,98,502.5,1,15,Male,East,Rejected
CLM01482,18-30,Low (<30K),Team B,Term Life,2791.94,48,934.6,2,14,Female,North,Rejected
CLM01483,31-45,High (70K-150K),Team C,Auto,4571.91,117,1112.51,0,7,Male,South,Settled
CLM01484,18-30,High (70K-150K),Team C,Term Life,1863.75,99,4335.04,3,5,Female,South,Settled
CLM01485,31-45,Middle (30K-70K),Team A,Term Life,13557.14,106,4826.31,2,20,Male,West,Settled
CLM01486,31-45,Premium (150K+),Team C,Term Life,3177.98,19,2399.66,0,16,Female,Central,Settled
CLM01487,31-45,Low (<30K),Team A,Health,9714.04,72,1190.09,2,17,Male,North,Settled
CLM01488,46-60,Middle (30K-70K),Team B,Auto,69156.15,103,872.37,1,11,Male,West,Rejected
CLM01489,31-45,High (70K-150K),Team C,Health,56339.97,33,4492.05,2,15,Male,South,Settled
CLM01490,31-45,Premium (150K+),Team C,Health,12852.17,44,647.01,2,20,Female,West,Settled
CLM01491,31-45,Low (<30K),Team B,Term Life,12034.09,92,1663.85,1,16,Male,West,Settled
CLM01492,31-45,High (70K-150K),Team C,Whole Life,127497.17,37,11986.99,1,3,Male,North,Settled
CLM01493,31-45,Middle (30K-70K),Team C,Whole Life,24956.94,112,1192.93,0,6,Female,North,Rejected
CLM01494,18-30,Middle (30K-70K),Team C,Whole Life,9014.88,89,653.7,3,21,Female,North,Settled
CLM01495,46-60,Low (<30K),Team C,Term Life,2413.37,36,440.38,0,23,Female,Central,Settled
CLM01496,46-60,Premium (150K+),Team C,Health,21432.16,81,12372.15,2,13,Male,West,Settled
CLM01497,46-60,Low (<30K),Team B,Whole Life,36141.19,88,2389.65,0,1,Male,West,Rejected
CLM01498,31-45,Middle (30K-70K),Team A,Health,6260.52,21,902.11,3,21,Female,Central,Settled
CLM01499,31-45,Middle (30K-70K),Team B,Whole Life,18947.8,2,1554.16,2,14,Male,South,Settled
CLM01500,60+,Premium (150K+),Team B,Term Life,8636.15,31,1063.83,1,2,Male,East,Settled
